code,name,country,city
THR,TEHRAN,IRAN,THR
TIJ,TIJUANA,MEXICO,TIJ
TIN,TINDOUF,ALGERIA,TIN
TIS,THURSDAY ISLAND,AUSTRALIA,TIS
TIU,TIMARU,NEW ZEALAND,TIU
TIY,TIDJIKJA,MAURITANIA,TIY
TJM,TYUMEN,RUSSIA,TJM
TKQ,KIGOMA,TANZANIA,TKQ
TKS,TOKUSHIMA,JAPAN,TKS
TKU,TURKU,FINLAND,TKU
TLE,TULEAR,MADAGASCAR,TLE
TLH,TALLAHASSEE,USA,TLH
TLI,TOLITOLI,INDONESIA,TLI
TLL,TALLINN,ESTONIA,TLL
TLN,TOULON,FRANCE,TLN
TLS,TOULOUSE,FRANCE,TLS
TLV,TEL AVIV I,ISRAEL,TLV
TMP,TAMPERE,FINLAND,TMP
TMW,TAMWORTH,AUSTRALIA,TMW
TNA,JINAN,CHINA,TNA
TNE,TANEGASHIMA,JAPAN,TNE
TNG,TANGIER,MOROCCO,TNG
TNH,TONGHUA,CHINA,TNH
TNN,TAINAN,TAIWAN,TNN
TNX,STUNG TRENG,CAMBODIA,TNX
TOD,TIOMAN,MALAYSIA,TOD
TOE,TOZEUR,TUNISIA,TOE
TOF,TOMSK,RUSSIA,TOF
TOH,TORRES,VANUATU,TOH
TOL,TOLEDO,USA,TOL
TOM,TOMBOUCTOU,MALI,TOM
TOP,TOPEKA,USA,TOP
TOS,TROMSO,NORWAY,TOS
TOW,TOLEDO,BRAZIL,TOW
TOY,TOYAMA,JAPAN,TOY
TPA,TAMPA,USA,TPA
TPE,TAIPEI,TAIWAN,TPE
TRC,TORREON,MEXICO,TRC
TRD,TRONDHEIM,NORWAY,TRD
TRE,TIREE,UK,TRE
TRG,TAURANGA,NEW ZEALAND,TRG
TRI,TRI,UNITED STATES,TRI
TRK,TARAKAN,INDONESIA,TRK
TRN,TURIN,ITALY,TRN
TRO,TAREE,AUSTRALIA,TRO
TRS,TRIESTE,ITALY,TRS
TRU,TRUJILLO,PERU,TRU
TRV,TRIVANDRUM,INDIA,TRV
TSA,TAIPEI,TAIWAN,TPE
TSJ,TSUSHIMA,JAPAN,TSJ
TSN,TIANJIN,CHINA,TSN
TSR,TIMISOARA,ROMANIA,TSR
TSS,NEW YORK EAST 34TH S,USA,NYC
TSV,TOWNSVILLE,AUSTRALIA,TSV
TTE,TERNATE,INDONESIA,TTE
TTJ,TOTTORI,JAPAN,TTJ
TTN,TRENTON,USA,TTN
TTT,TAITUNG,TAIWAN,TTT
TTU,TETUAN,MOROCCO,TTU
TUB,TUBUAI,TUBUAI ISLAND,TUB
TUC,TUCUMAN,ARGENTINA,TUC
TUF,TOURS,FRANCE,TUF
TUG,TUGUEGARAO,PHILIPPINES,TUG
TUL,TULSA,USA,TUL
TUN,TUNIS,TUNISIA,TUN
TUO,TAUPO,NEW ZEALAND,TUO
TUR,TUCURUI,BRAZIL,TUR
TUS,TUCSON,USA,TUS
TUU,TABUK,SAUDI ARABIA,TUU
TVC,TRAVERSE CITY,USA,TVC
TWB,TOOWOOMBA,AUSTRALIA,TWB
TWF,TWIN FALLS,USA,TWF
TWU,TAWAU,MALAYSIA,TWU
TXG,TAICHUNG,TAIWAN,TXG
TXK,TEXARKANA,USA,TXK
TXL,BERLIN,GERMANY,TXL
TXN,TUNXI,CHINA,TXN
TYL,TALARA,PERU,TYL
TYN,TAIYUAN,CHINA,TYN
TYO,TOKYO,JAPAN,TYO
TYS,TYS,,TYS
TZA,BELIZE CITY,BELIZE,TZA
UAQ,SAN JUAN,ARGENTINA,UAQ
UBA,UBERABA,BRAZIL,UBA
UBJ,UBE,JAPAN,UBJ
UBP,UBON,THAILAND,UBP
UBS,COLUMBUS,USA,UBS
UCA,UTICA,USA,UCA
UCT,UKHTA,RUSSIAN,UCT
UDI,UBERLANDIA,BRAZIL,UDI
UEL,QUELIMANE,MOZAMBIQUE,UEL
UET,QUETTA,PAKISTAN,UET
UFA,UFA,RUSSIAN,UFA
UGO,UIGE,ANGOLA,UGO
UIN,QUINCY,USA,UIN
UIO,QUITO,ECUADOR,UIO
ULN,ULAN BATOR,MONGOLIA,ULN
UNT,UNST,UK,UNT
URC,URUMQI,CHINA,URC
USM,KOH SAMUI,THAILAND,USM
VAA,VAASA,FINLAND,VAA
VAN,VAN,TURKEY,VAN
VAR,VARNA,BULGARIA,VAR
VBY,VISBY,SWEDEN,VBY
VCE,VENICE,ITALY,VCE
VCT,VICTORIA,USA,VCT
VDM,VIEDMA,ARGENTINA,VDM
VDS,VADSO,NORWAY,VDS
VDZ,VALDEZ,USA,VDZ
VER,VERACRUZ,MEXICO,VER
VFA,VICTORIA FALLS,ZIMBABWE,VFA
VGT,LAS VEGAS NORTH AIR,USA,LAS
VIE,VIENNA,AUSTRIA,VIE
VIL,DAKHLA,MOROCCO,VIL
VIT,VITORIA,SPAIN,VIT
VIX,VITORIA,BRAZIL,VIX
VLC,VALENCIA,SPAIN,VLC
VLL,VALLADOLID,SPAIN,VLL
VLN,VALENCIA,VENEZUELA,VLN
VNE,VANNES,FRANCE,VNE
VNO,VILNIUS,LITHUANIA,VNO
VNS,VARANASI,INDIA,VNS
VPS,VALPARAISO,USA,VPS
VST,VASTERAS,SWEDEN,VST
WAA,WALES,USA,WAA
WAS,WASHINGTON,USA,WAS
WAW,WARSAW,POLAND,WAW
WDG,ENID,USA,WDG
WDH,WINDHOEK,NAMIBIA,WDH
WEF,WEIFANG,CHINA,WEF
WEH,WEIHAI,CHINA,WEH
WGP,WAINGAPU,INDONESIA,WGP
WHU,WUHU,CHINA,WHU
WIC,WICK,UK,WIC
WLG,WELLINGTON,NEW ZEALAND,WLG
WNS,NAWABSHAH,PAKISTAN,WNS
WNZ,WENZHOU,CHINA,WNZ
WRG,WRANGELL,USA,WRG
WRO,WROCLAW,POLAND,WRO
WRY,WESTRAY,UK,WRY
WSZ,WESTPORT,NEW ZEALAND,WSZ
WTL,NOATAK,USA,WTL
WUH,WUHAN,CHINA,WUH
WUS,WUYISHAN,CHINA,WUS
WUX,WUXI,CHINA,WUX
WUZ,WUZHOU,CHINA,WUZ
WWK,WEWAK,PAPUA NEW GUINEA,WWK
WWY,WEST WYALONG,AUSTRALIA,WWY
WYN,WYNDHAM,AUSTRALIA,WYN
XFN,XIANGFAN,CHINA,XFN
XIY,XIAN,CHINA,SIA
XLB,LAC BROCHET,CANADA,XLB
XLS,ST LOUIS,SENEGAL,XLS
XMN,XIAMEN,CHINA,XMN
XNN,XINING,CHINA,XNN
XNT,XINGTAI,CHINA,XNT
XRR,ROSS RIVER,CANADA,XRR
XUZ,XUZHOU,CHINA,XUZ
YAB,ARCTIC BAY,CANADA,YAB
YAK,YAKUTAT,USA,YAK
YAM,SAULT SAINTE MARIE,CANADA,YAM
YAO,YAOUNDE,CAMEROON,YAO
YEA,EDMONTON,CANADA,YEA
YEG,EDMONTON,CANADA,
YGK,KINGSTON,CANADA,YGK
YHZ,HALIFAX,CANADA,YHZ
YIN,YINING,CHINA,YIN
YKM,YAKIMA,USA,YKM
YKN,YANKTON,USA,YKN
YKS,YAKUTSK,RUSSIA,YKS
YMQ,MONTREAL,CANADA,YMQ
YMX,MONTREAL,CANADA,YMX
YNB,YANBU,SAUDI ARABIA,YNB
YNG,YOUNGSTOWN,USA,YNG
YNT,YANTAI,CHINA,YNT
YOW,OTTAWA,CANADA,YOW
YQB,QUEBEC,CANADA,YQB
YQG,WINDSOR,CANADA,YQG
YQR,REGINA,CANADA,YQR
YQT,THUNDER BAY,CANADA,YQT
YQX,GANDER,CANADA,YQX
YSJ,ST JOHN,CANADA,YSJ
YTO,TORONTO,CANADA,YTO
YUL,MONTREAL,CANADA,
YVR,VANCOUVER,CANADA,YVR
YWG,WINNIPEG,CANADA,YWG
YXD,EDMONTON,CANADA,YXD
YXE,SASKATOON,CANADA,YXE
YXJ,FORT ST JOHN,CANADA,YXJ
YXU,LONDON,CANADA,YXU
YXY,WHITEHORSE,CANADA,YXY
YYC,CALGARY,CANADA,YYC
YYJ,VICTORIA,CANADA,YYJ
YYZ,TORONTO,,YTO
ZAD,ZADAR,CROATIA,ZAD
ZAG,ZAGREB,CROATIA,ZAG
ZAL,VALDIVIA,CHILE,ZAL
ZAM,ZAMBOANGA,PHILIPPINES,ZAM
ZAT,ZHAOTONG,CHINA,ZAT
ZAZ,ZARAGAOZA,SPAIN,ZAZ
ZBF,BATHURST,CANADA,ZBF
ZBR,CHAH-BAHAR,IRAN,ZBR
ZCL,ZACATECAS,MEXICO,ZCL
ZCO,TEMUCO,CHILE,ZCO
ZFD,FOND DU LAC,CANADA,ZFD
ZFM,FORT MCPHERSON,CANADA,ZFM
ZHA,ZHANJIANG,CHINA,ZHA
ZIG,ZIGUINCHOR,SENEGAL,ZIG
ZLO,MANZANILLO,MEXICO,ZLO
ZNZ,ZANZIBAR,TANZANIA,ZNZ
ZQN,QUEENSTOWN,NEW ZEALAND,ZQN
ZRH,ZURICH,SWITZERLAND,ZRH
ZRM,SARMI,INDONESIA,ZRM
ZSA,SAN SALVADOR,BAHAMAS,ZSA
ZSM,SANTA CLARA,USA,ZSM
ZUH,ZHUHAI,CHINA,ZUH
ZWL,WOLLASTON LAKE,CANADA,ZWL
ZZZ,,,ZZZ
